Future.ID,Strategy.ID,Strategy,Fuel,Technology,Emission,Season,Year,SpecifiedAnnualDemand,CapacityFactor,OperationalLife,ResidualCapacity,InputActivityRatio,OutputActivityRatio,EmissionActivityRatio,CapitalCost,VariableCost,FixedCost,TotalAnnualMaxCapacity,TotalAnnualMinCapacity,TotalAnnualMaxCapacityInvestment,TotalAnnualMinCapacityInvestment,TotalTechnologyAnnualActivityUpperLimit,TotalTechnologyAnnualActivityLowerLimit
0,1,DDP,E5_TSWTSW,,,,2018,5.3436477712,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2019,5.2943645076,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2020,5.30484929685,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2021,5.0537885619,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2022,5.377814343720018,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2023,5.707996763040001,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2024,5.500972127436293,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2025,5.286197454619081,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2026,5.250649622151653,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2027,5.211962729747724,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2028,5.170134185107821,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2029,5.125199121060107,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2030,5.07713774841,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2031,5.1223823826600725,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2032,5.166575345216999,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2033,5.209676958438222,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2034,5.251670520540598,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2035,5.292523261842375,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2036,5.332218412517097,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2037,5.370718905977099,,,,,,,,,,,,,,,
0,1,DDP,E5_TSWTSW,,,,2038,5.4080137413432,,,,,,,,,,,,,,,
