Strategy,Fuel,Fuel.DESCRIPTION,Technology,Technology.DESCRIPTION,Emission,Emission.DESCRIPTION,Year,RateOfDemand,Demand,NumberOfNewTechnologyUnits,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,RateOfActivity,RateOfTotalActivity,TotalTechnologyAnnualActivity,TotalAnnualTechnologyActivityByMode,TotalTechnologyModelPeriodActivity,RateOfProductionByTechnologyByMode,RateOfProductionByTechnology,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfProduction,Production,RateOfUseByTechnologyByMode,RateOfUseByTechnology,UseByTechnologyAnnual,UseByTechnology,UseAnnual,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,TotalCapacityInReserveMargin,DemandNeedingReserveMargin,TotalREProductionAnnual,RETotalProductionOfTargetFuelAnnual,AnnualTechnologyEmissionByMode,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,ModelPeriodEmissions
DDP70,,,Bosque,,,,2029,,,,12.1297,12.1297,12.1297,12.1297,12.1297,12.1297,12.1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2030,,,,12.0914,12.0914,12.0914,12.0914,12.0914,12.0914,12.0914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2031,,,,12.0539,12.0539,12.0539,12.0539,12.0539,12.0539,12.0539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2032,,,,12.0172,12.0172,12.0172,12.0172,12.0172,12.0172,12.0172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2033,,,,11.9813,11.9813,11.9813,11.9813,11.9813,11.9813,11.9813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2034,,,,11.9462,11.9462,11.9462,11.9462,11.9462,11.9462,11.9462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2035,,,,11.9118,11.9118,11.9118,11.9118,11.9118,11.9118,11.9118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2036,,,,11.8783,11.8783,11.8783,11.8783,11.8783,11.8783,11.8783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2037,,,,11.8455,11.8455,11.8455,11.8455,11.8455,11.8455,11.8455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2038,,,,11.8135,11.8135,11.8135,11.8135,11.8135,11.8135,11.8135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2039,,,,11.7823,11.7823,11.7823,11.7823,11.7823,11.7823,11.7823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2040,,,,11.7517,11.7517,11.7517,11.7517,11.7517,11.7517,11.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2041,,,,11.722,11.722,11.722,11.722,11.722,11.722,11.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2042,,,,11.693,11.693,11.693,11.693,11.693,11.693,11.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2043,,,,11.6647,11.6647,11.6647,11.6647,11.6647,11.6647,11.6647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2044,,,,11.6371,11.6371,11.6371,11.6371,11.6371,11.6371,11.6371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2045,,,,11.6102,11.6102,11.6102,11.6102,11.6102,11.6102,11.6102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2046,,,,11.5841,11.5841,11.5841,11.5841,11.5841,11.5841,11.5841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2047,,,,11.5587,11.5587,11.5587,11.5587,11.5587,11.5587,11.5587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2048,,,,11.5339,11.5339,11.5339,11.5339,11.5339,11.5339,11.5339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2049,,,,11.5099,11.5099,11.5099,11.5099,11.5099,11.5099,11.5099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2050,,,,11.4865,11.4865,11.4865,11.4865,11.4865,11.4865,11.4865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2051,,,,11.4639,11.4639,11.4639,11.4639,11.4639,11.4639,11.4639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2052,,,,11.4419,11.4419,11.4419,11.4419,11.4419,11.4419,11.4419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2053,,,,11.4205,11.4205,11.4205,11.4205,11.4205,11.4205,11.4205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2054,,,,11.3999,11.3999,11.3999,11.3999,11.3999,11.3999,11.3999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2055,,,,11.3799,11.3799,11.3799,11.3799,11.3799,11.3799,11.3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2056,,,,11.3606,11.3606,11.3606,11.3606,11.3606,11.3606,11.3606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2057,,,,11.3419,11.3419,11.3419,11.3419,11.3419,11.3419,11.3419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2058,,,,11.3238,11.3238,11.3238,11.3238,11.3238,11.3238,11.3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2059,,,,11.3064,11.3064,11.3064,11.3064,11.3064,11.3064,11.3064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2060,,,,11.2897,11.2897,11.2897,11.2897,11.2897,11.2897,11.2897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2061,,,,11.2736,11.2736,11.2736,11.2736,11.2736,11.2736,11.2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2062,,,,11.2581,11.2581,11.2581,11.2581,11.2581,11.2581,11.2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2063,,,,11.2432,11.2432,11.2432,11.2432,11.2432,11.2432,11.2432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2064,,,,11.229,11.229,11.229,11.229,11.229,11.229,11.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2065,,,,11.2154,11.2154,11.2154,11.2154,11.2154,11.2154,11.2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2066,,,,11.2024,11.2024,11.2024,11.2024,11.2024,11.2024,11.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2067,,,,11.19,11.19,11.19,11.19,11.19,11.19,11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2068,,,,11.1782,11.1782,11.1782,11.1782,11.1782,11.1782,11.1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2069,,,,11.167,11.167,11.167,11.167,11.167,11.167,11.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Bosque,,,,2070,,,,11.1564,11.1564,11.1564,11.1564,11.1564,11.1564,11.1564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2018,,,,8.99955,8.99955,8.99955,8.99955,8.99955,8.99955,8.99955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2019,,,,9.0419,9.0419,9.0419,9.0419,9.0419,9.0419,9.0419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2020,,,,9.09476,9.09476,9.09476,9.09476,9.09476,9.09476,9.09476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2021,,,,9.16038,9.16038,9.16038,9.16038,9.16038,9.16038,9.16038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2022,,,,9.25113,9.25113,9.25113,9.25113,9.25113,9.25113,9.25113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2023,,,,9.41207,9.41207,9.41207,9.41207,9.41207,9.41207,9.41207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2024,,,,9.45977,9.45977,9.45977,9.45977,9.45977,9.45977,9.45977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2025,,,,9.5066,9.5066,9.5066,9.5066,9.5066,9.5066,9.5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2026,,,,9.5526,9.5526,9.5526,9.5526,9.5526,9.5526,9.5526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2027,,,,9.59777,9.59777,9.59777,9.59777,9.59777,9.59777,9.59777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2028,,,,9.64211,9.64211,9.64211,9.64211,9.64211,9.64211,9.64211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2029,,,,9.68565,9.68565,9.68565,9.68565,9.68565,9.68565,9.68565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2030,,,,9.72839,9.72839,9.72839,9.72839,9.72839,9.72839,9.72839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2031,,,,9.77033,9.77033,9.77033,9.77033,9.77033,9.77033,9.77033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2032,,,,9.8115,9.8115,9.8115,9.8115,9.8115,9.8115,9.8115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2033,,,,9.8519,9.8519,9.8519,9.8519,9.8519,9.8519,9.8519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2034,,,,9.89154,9.89154,9.89154,9.89154,9.89154,9.89154,9.89154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2035,,,,9.93043,9.93043,9.93043,9.93043,9.93043,9.93043,9.93043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2036,,,,9.96858,9.96858,9.96858,9.96858,9.96858,9.96858,9.96858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2037,,,,10.006,10.006,10.006,10.006,10.006,10.006,10.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2038,,,,10.0427,10.0427,10.0427,10.0427,10.0427,10.0427,10.0427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2039,,,,10.0787,10.0787,10.0787,10.0787,10.0787,10.0787,10.0787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2040,,,,10.114,10.114,10.114,10.114,10.114,10.114,10.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2041,,,,10.1485,10.1485,10.1485,10.1485,10.1485,10.1485,10.1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2042,,,,10.1824,10.1824,10.1824,10.1824,10.1824,10.1824,10.1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2043,,,,10.2156,10.2156,10.2156,10.2156,10.2156,10.2156,10.2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2044,,,,10.2481,10.2481,10.2481,10.2481,10.2481,10.2481,10.2481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2045,,,,10.28,10.28,10.28,10.28,10.28,10.28,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2046,,,,10.3112,10.3112,10.3112,10.3112,10.3112,10.3112,10.3112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2047,,,,10.3417,10.3417,10.3417,10.3417,10.3417,10.3417,10.3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2048,,,,10.3716,10.3716,10.3716,10.3716,10.3716,10.3716,10.3716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2049,,,,10.4008,10.4008,10.4008,10.4008,10.4008,10.4008,10.4008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2050,,,,10.4294,10.4294,10.4294,10.4294,10.4294,10.4294,10.4294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2051,,,,10.4573,10.4573,10.4573,10.4573,10.4573,10.4573,10.4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2052,,,,10.4846,10.4846,10.4846,10.4846,10.4846,10.4846,10.4846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2053,,,,10.5113,10.5113,10.5113,10.5113,10.5113,10.5113,10.5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2054,,,,10.5374,10.5374,10.5374,10.5374,10.5374,10.5374,10.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2055,,,,10.5629,10.5629,10.5629,10.5629,10.5629,10.5629,10.5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2056,,,,10.5878,10.5878,10.5878,10.5878,10.5878,10.5878,10.5878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2057,,,,10.612,10.612,10.612,10.612,10.612,10.612,10.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2058,,,,10.6357,10.6357,10.6357,10.6357,10.6357,10.6357,10.6357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2059,,,,10.6588,10.6588,10.6588,10.6588,10.6588,10.6588,10.6588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2060,,,,10.6813,10.6813,10.6813,10.6813,10.6813,10.6813,10.6813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2061,,,,10.7032,10.7032,10.7032,10.7032,10.7032,10.7032,10.7032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2062,,,,10.7245,10.7245,10.7245,10.7245,10.7245,10.7245,10.7245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2063,,,,10.7453,10.7453,10.7453,10.7453,10.7453,10.7453,10.7453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2064,,,,10.7655,10.7655,10.7655,10.7655,10.7655,10.7655,10.7655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2065,,,,10.7852,10.7852,10.7852,10.7852,10.7852,10.7852,10.7852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2066,,,,10.8043,10.8043,10.8043,10.8043,10.8043,10.8043,10.8043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2067,,,,10.8228,10.8228,10.8228,10.8228,10.8228,10.8228,10.8228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2068,,,,10.8408,10.8408,10.8408,10.8408,10.8408,10.8408,10.8408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2069,,,,10.8582,10.8582,10.8582,10.8582,10.8582,10.8582,10.8582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Tierra_agropecuaria,,,,2070,,,,10.8751,10.8751,10.8751,10.8751,10.8751,10.8751,10.8751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2018,,,,2.37584,2.37584,2.37584,2.37584,2.37584,2.37584,2.37584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2019,,,,2.36906,2.36906,2.36906,2.36906,2.36906,2.36906,2.36906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2020,,,,2.36197,2.36197,2.36197,2.36197,2.36197,2.36197,2.36197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2021,,,,2.35488,2.35488,2.35488,2.35488,2.35488,2.35488,2.35488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2022,,,,2.34779,2.34779,2.34779,2.34779,2.34779,2.34779,2.34779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2023,,,,2.35005,2.35005,2.35005,2.35005,2.35005,2.35005,2.35005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2024,,,,2.34296,2.34296,2.34296,2.34296,2.34296,2.34296,2.34296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2025,,,,2.33587,2.33587,2.33587,2.33587,2.33587,2.33587,2.33587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2026,,,,2.32878,2.32878,2.32878,2.32878,2.32878,2.32878,2.32878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2027,,,,2.32168,2.32168,2.32168,2.32168,2.32168,2.32168,2.32168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2028,,,,2.31459,2.31459,2.31459,2.31459,2.31459,2.31459,2.31459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2029,,,,2.3075,2.3075,2.3075,2.3075,2.3075,2.3075,2.3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2030,,,,2.30041,2.30041,2.30041,2.30041,2.30041,2.30041,2.30041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2031,,,,2.29332,2.29332,2.29332,2.29332,2.29332,2.29332,2.29332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2032,,,,2.28623,2.28623,2.28623,2.28623,2.28623,2.28623,2.28623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2033,,,,2.27914,2.27914,2.27914,2.27914,2.27914,2.27914,2.27914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2034,,,,2.27205,2.27205,2.27205,2.27205,2.27205,2.27205,2.27205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2035,,,,2.26496,2.26496,2.26496,2.26496,2.26496,2.26496,2.26496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2036,,,,2.25787,2.25787,2.25787,2.25787,2.25787,2.25787,2.25787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2037,,,,2.25077,2.25077,2.25077,2.25077,2.25077,2.25077,2.25077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2038,,,,2.24368,2.24368,2.24368,2.24368,2.24368,2.24368,2.24368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2039,,,,2.23659,2.23659,2.23659,2.23659,2.23659,2.23659,2.23659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2040,,,,2.2295,2.2295,2.2295,2.2295,2.2295,2.2295,2.2295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2041,,,,2.22241,2.22241,2.22241,2.22241,2.22241,2.22241,2.22241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2042,,,,2.21532,2.21532,2.21532,2.21532,2.21532,2.21532,2.21532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2043,,,,2.20823,2.20823,2.20823,2.20823,2.20823,2.20823,2.20823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2044,,,,2.20114,2.20114,2.20114,2.20114,2.20114,2.20114,2.20114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2045,,,,2.19405,2.19405,2.19405,2.19405,2.19405,2.19405,2.19405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2046,,,,2.18696,2.18696,2.18696,2.18696,2.18696,2.18696,2.18696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2047,,,,2.17986,2.17986,2.17986,2.17986,2.17986,2.17986,2.17986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2048,,,,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,2.17277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2049,,,,2.16568,2.16568,2.16568,2.16568,2.16568,2.16568,2.16568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP70,,,Pastizales,,,,2050,,,,2.15859,2.15859,2.15859,2.15859,2.15859,2.15859,2.15859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
