Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2023,FixedOpex2023,VarOpex2023,Opex2023,Externalities2023,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
DDP,275,,INORG_RCY_OS,,2018,,0.00233204,0.00233204,0.059232,0.0568564,,,,,,,,,,,0.121704,,,,0.123378,0.121704,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2019,,,0.00233204,0.056332,0.056332,,,,,,,,,,,0.117332,,,,0.122241,0.117332,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2020,,0.00291156,0.0052436,0.0564436,0.0564436,,,,,,,,,,,0.114395,,,,0.122483,0.114395,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2021,,0.000228714,0.00547231,0.0537723,0.0537723,,,,,,,,,,,0.106044,,,,0.116686,0.106044,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2022,,0.00624763,0.0117199,0.0572199,0.0572199,,,,,,,,,,,0.109802,,,,0.124167,0.109802,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2023,,0.00641314,0.0181331,0.0607331,0.0607331,,,,,,,,,,,0.113402,,,,0.131791,0.113402,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2024,,0.197235,0.215368,0.255168,0.16343,,,,,,,,,,,0.296934,,,,0.354643,0.296934,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2025,,,0.215368,0.252368,0.252368,,,,,,,,,,,0.446166,,,,0.547639,0.446166,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2026,,0.0947726,0.310141,0.344241,0.344241,,,,,,,,,,,0.592186,,,,0.747002,0.592186,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2027,,0.0963808,0.406521,0.437821,0.437821,,,,,,,,,,,0.732869,,,,0.950072,0.732869,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2028,,0.195753,0.602275,0.630675,0.532484,,,,,,,,,,,0.8673,,,,1.15549,0.8673,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2029,,,0.602275,0.627875,0.627875,,,,,,,,,,,0.995106,,,,1.36249,0.995106,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2030,,2.18205,2.78432,2.80702,0.723779,,,,,,,,,,,1.11618,,,,1.5706,1.11618,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2031,,,2.78432,2.80422,0.820059,,,,,,,,,,,1.23058,,,,1.77953,1.23058,,,,,,,,,,,,,,,,,
DDP,275,,INORG_RCY_OS,,2032,,,2.78432,2.80142,0.916622,,,,,,,,,,,1.33841,,,,1.98907,1.33841,,,,,,,,,,,,,,,,,
