Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2023,FixedOpex2023,VarOpex2023,Opex2023,Externalities2023,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
BAU,13,,INORG_RCY_OS,,2019,,0.0561,0.0561,0.1101,0.0563,,,,,,,,,,,0.117265,,,,0.122171,0.117265,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2020,,,0.0561,0.1073,0.0564,,,,,,,,,,,0.114307,,,,0.122388,0.114307,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2021,,,0.0561,0.1044,0.0541,,,,,,,,,,,0.10669,,,,0.117397,0.10669,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2022,,,0.0561,0.1016,0.0573,,,,,,,,,,,0.109955,,,,0.124341,0.109955,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2023,,,0.0561,0.0987,0.0606,,,,,,,,,,,0.113153,,,,0.131502,0.113153,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2024,,,0.0561,0.0959,0.064,,,,,,,,,,,0.116281,,,,0.13888,0.116281,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2025,,,0.0561,0.0931,0.0674,,,,,,,,,,,0.119158,,,,0.146258,0.119158,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2026,,,0.0561,0.0902,0.0709,,,,,,,,,,,0.121967,,,,0.153853,0.121967,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2027,,,0.0561,0.0874,0.0745,,,,,,,,,,,0.124706,,,,0.161665,0.124706,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2028,,,0.0561,0.0845,0.0781,,,,,,,,,,,0.127208,,,,0.169477,0.127208,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2029,,,0.0561,0.0817,0.0817,,,,,,,,,,,0.129485,,,,0.177289,0.129485,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2030,,0.0156,0.0717,0.0944,0.0854,,,,,,,,,,,0.131701,,,,0.185318,0.131701,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2031,,,0.0717,0.0916,0.0871,,,,,,,,,,,0.130702,,,,0.189007,0.130702,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2032,,,0.0717,0.0888,0.0888,,,,,,,,,,,0.129661,,,,0.192696,0.129661,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2033,,0.0045,0.0762,0.0904,0.0904,,,,,,,,,,,0.12844,,,,0.196168,0.12844,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2034,,0.0045,0.0807,0.0921,0.0921,,,,,,,,,,,0.127328,,,,0.199857,0.127328,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2035,,0.0046,0.0853,0.0938,0.0938,,,,,,,,,,,0.126183,,,,0.203546,0.126183,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2036,,0.0044,0.0897,0.0954,0.0954,,,,,,,,,,,0.124876,,,,0.207018,0.124876,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2037,,0.0046,0.0943,0.0971,0.0971,,,,,,,,,,,0.123676,,,,0.210707,0.123676,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2038,,0.0044,0.0987,0.0987,0.0987,,,,,,,,,,,0.122325,,,,0.214179,0.122325,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2039,,0.0594,0.102,0.102,0.1004,,,,,,,,,,,0.121078,,,,0.217868,0.121078,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2040,,,0.102,0.102,0.102,,,,,,,,,,,0.119692,,,,0.22134,0.119692,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2041,,0.0033,0.1053,0.1053,0.1037,,,,,,,,,,,0.118407,,,,0.225029,0.118407,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2042,,,0.1053,0.1053,0.1053,,,,,,,,,,,0.116994,,,,0.228501,0.116994,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2043,,0.0016,0.1069,0.1069,0.1069,,,,,,,,,,,0.11557,,,,0.231973,0.11557,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2044,,0.0017,0.1086,0.1086,0.1086,,,,,,,,,,,0.114243,,,,0.235662,0.114243,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2045,,0.0047,0.1133,0.1133,0.1102,,,,,,,,,,,0.112802,,,,0.239134,0.112802,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2046,,,0.1133,0.1133,0.1118,,,,,,,,,,,0.111355,,,,0.242606,0.111355,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2047,,,0.1133,0.1133,0.1133,,,,,,,,,,,0.109808,,,,0.245861,0.109808,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2048,,0.0016,0.1149,0.1149,0.1149,,,,,,,,,,,0.108357,,,,0.249333,0.108357,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2049,,0.0016,0.1165,0.1165,0.1165,,,,,,,,,,,0.106904,,,,0.252805,0.106904,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2050,,0.1211,0.222,0.222,0.118,,,,,,,,,,,0.105362,,,,0.25606,0.105362,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2051,,,0.222,0.222,0.1187,,,,,,,,,,,0.103131,,,,0.257579,0.103131,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2052,,,0.222,0.222,0.1193,,,,,,,,,,,0.100858,,,,0.258881,0.100858,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2053,,,0.2175,0.2175,0.1198,,,,,,,,,,,0.098551,,,,0.259966,0.098551,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2054,,,0.213,0.213,0.1204,,,,,,,,,,,0.096375,,,,0.261268,0.096375,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2055,,,0.2084,0.2084,0.1209,,,,,,,,,,,0.0941668,,,,0.262353,0.0941668,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2056,,,0.204,0.204,0.1213,,,,,,,,,,,0.0919318,,,,0.263221,0.0919318,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2057,,,0.1994,0.1994,0.1218,,,,,,,,,,,0.0898227,,,,0.264306,0.0898227,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2058,,,0.195,0.195,0.1222,,,,,,,,,,,0.0876887,,,,0.265174,0.0876887,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2059,,,0.1356,0.1356,0.1226,,,,,,,,,,,0.0856045,,,,0.266042,0.0856045,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2060,,,0.1356,0.1356,0.1229,,,,,,,,,,,0.083501,,,,0.266693,0.083501,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2061,,,0.1323,0.1323,0.1233,,,,,,,,,,,0.0815148,,,,0.267561,0.0815148,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2062,,,0.1323,0.1323,0.1235,,,,,,,,,,,0.0794463,,,,0.267995,0.0794463,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2063,,,0.1307,0.1307,0.1238,,,,,,,,,,,0.0774928,,,,0.268646,0.0774928,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2064,,,0.129,0.129,0.124,,,,,,,,,,,0.0755259,,,,0.26908,0.0755259,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2065,,,0.1243,0.1243,0.1242,,,,,,,,,,,0.0736087,,,,0.269514,0.0736087,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2066,,,0.1243,0.1243,0.1243,,,,,,,,,,,0.0716824,,,,0.269731,0.0716824,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2067,,0.0002,0.1245,0.1245,0.1245,,,,,,,,,,,0.0698626,,,,0.270165,0.0698626,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2068,,0.0016,0.1245,0.1245,0.1245,,,,,,,,,,,0.0679795,,,,0.270165,0.0679795,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2069,,0.0017,0.1246,0.1246,0.1246,,,,,,,,,,,0.0662004,,,,0.270382,0.0662004,,,,,,,,,,,,,,,,,
BAU,13,,INORG_RCY_OS,,2070,,0.1211,0.1246,0.1246,0.1246,,,,,,,,,,,0.064416,,,,0.270382,0.064416,,,,,,,,,,,,,,,,,
BAU,13,,COMPOST,,2019,,0.0051,0.0051,0.1249,0.1249,,,0.7905,0.769193,,,5.93275,5.69451,5.93275,,6.8833,,,,0.43715,0.419596,,,,,,,,0.9793,,7.3496,7.3496,,1.265146908158624e-05,,9.495003566575682e-05,9.495003566575682e-05,
BAU,13,,COMPOST,,2020,,0.0066,0.0117,0.1252,0.1252,,,1.023,0.968597,,,5.947,5.55433,5.947,,6.9322,,,,0.4382,0.409267,,,,,,,,1.2012,,6.9832,6.9832,,1.7072460270802752e-05,,9.924723482938805e-05,9.924723482938805e-05,
BAU,13,,COMPOST,,2021,,0.001,0.0127,0.1199,0.1199,,,0.155,0.142801,,,5.69525,5.17584,5.69525,,5.70002,,,,0.41965,0.381377,,,,,,,,0.1725,,6.339,6.339,,2.489640427976019e-06,,9.147822353180917e-05,9.147822353180917e-05,
BAU,13,,COMPOST,,2022,,0.0135,0.0262,0.1271,0.1271,,,2.0925,1.87586,,,6.03725,5.33876,6.03725,,7.608,,,,0.44485,0.393382,,,,,,,,2.2076,,6.3693,6.3693,,3.241094096207932e-05,,9.351156670170295e-05,9.351156670170295e-05,
BAU,13,,COMPOST,,2023,,0.0137,0.0399,0.1345,0.1345,,,2.1235,1.85234,,,6.38875,5.49732,6.38875,,7.75472,,,,0.47075,0.405066,,,,,,,,2.1235,,6.3887,6.3887,,3.193310975767614e-05,,9.607377205761876e-05,9.607377205761876e-05,
BAU,13,,COMPOST,,2024,,0.0138,0.0537,0.142,0.142,,,2.10878,1.78991,,,6.82821,5.7171,6.82821,,7.92314,,,,0.497,0.416126,,,,,,,,1.9988,,6.4722,6.4722,,3.0788107742434885e-05,,9.969160612675165e-05,9.969160612675165e-05,
BAU,13,,COMPOST,,2025,,0.0139,0.0676,0.1496,0.1496,,,2.09361,1.72915,,,7.28135,5.93218,7.28135,,8.0879,,,,0.5236,0.426581,,,,,,,,1.881,,6.5419,6.5419,,2.96763362328023e-05,,0.00010321109988427407,0.00010321109988427407,
BAU,13,,COMPOST,,2026,,0.014,0.0816,0.1573,0.1573,,,2.07801,1.67,,,7.7483,6.14246,7.7483,,8.24891,,,,0.55055,0.436448,,,,,,,,1.7697,,6.5986,6.5986,,2.8597291840421455e-05,,0.00010663105392521575,0.00010663105392521575,
BAU,13,,COMPOST,,2027,,0.0142,0.0958,0.1652,0.1652,,,2.0766,1.62388,,,8.23425,6.35175,8.23425,,8.42165,,,,0.5782,0.446013,,,,,,,,1.6763,,6.6468,6.6468,,2.8315148411007973e-05,,0.00011227680381553617,0.00011227680381553617,
BAU,13,,COMPOST,,2028,,0.0143,0.1101,0.1732,0.1732,,,2.0599,1.56741,,,8.73449,6.55603,8.73449,,8.57845,,,,0.6062,0.455008,,,,,,,,1.5761,,6.6831,6.6831,,2.782920811186993e-05,,0.00011800278652412583,0.00011800278652412583,
BAU,13,,COMPOST,,2029,,0.0145,0.1246,0.1813,0.1813,,,2.05695,1.52298,,,9.24924,6.75527,9.24924,,8.7417,,,,0.63455,0.46345,,,,,,,,1.4918,,6.708,6.708,,2.753386408812826e-05,,0.0001238082194892824,0.0001238082194892824,
BAU,13,,COMPOST,,2030,,0.0145,0.1391,0.1895,0.1895,,,2.0252,1.45905,,,9.77862,6.94941,9.77862,,8.87982,,,,0.66325,0.471355,,,,,,,,1.3922,,6.7222,6.7222,,2.6859632503917776e-05,,0.0001296909636556688,0.0001296909636556688,
BAU,13,,COMPOST,,2031,,0.01,0.1491,0.1932,0.1932,,,1.37479,0.963767,,,10.0828,6.97242,10.0828,,8.40379,,,,0.6762,0.467605,,,,,,,,0.8958,,6.5699,6.5699,,1.806580134847092e-05,,0.0001324957715988352,0.0001324957715988352,
BAU,13,,COMPOST,,2032,,0.01,0.1591,0.1969,0.1969,,,1.35288,0.92285,,,10.3912,6.99206,10.3912,,8.37863,,,,0.68915,0.463715,,,,,,,,0.8356,,6.4179,6.4179,,1.7614440818984056e-05,,0.00013529298787640228,0.00013529298787640228,
BAU,13,,COMPOST,,2033,,0.01,0.1691,0.2006,0.2006,,,1.33098,0.883439,,,10.7041,7.00843,10.7041,,8.35156,,,,0.7021,0.459696,,,,,,,,0.7792,,6.2665,6.2665,,1.716998169610371e-05,,0.0001380856219276501,0.0001380856219276501,
BAU,13,,COMPOST,,2034,,0.01,0.1791,0.2043,0.2043,,,1.30908,0.845482,,,11.0212,7.02158,11.0212,,8.32262,,,,0.71505,0.455556,,,,,,,,0.7264,,6.1158,6.1158,,1.6732206228690045e-05,,0.00014086915336544652,0.00014086915336544652,
BAU,13,,COMPOST,,2035,,0.01,0.1891,0.208,0.208,,,1.28718,0.808929,,,11.3427,7.03163,11.3427,,8.29186,,,,0.728,0.451305,,,,,,,,0.677,,5.9661,5.9661,,1.630102908872633e-05,,0.000143645552793468,0.000143645552793468,
BAU,13,,COMPOST,,2036,,0.01,0.1991,0.2117,0.2117,,,1.26527,0.773732,,,11.6685,7.03865,11.6685,,8.25933,,,,0.74095,0.446952,,,,,,,,0.6308,,5.8175,5.8175,,1.587624047513498e-05,,0.00014641294900227822,0.00014641294900227822,
BAU,13,,COMPOST,,2037,,0.01,0.2091,0.2154,0.2154,,,1.24337,0.739845,,,11.9987,7.04273,11.9987,,8.22508,,,,0.7539,0.442507,,,,,,,,0.5876,,5.6702,5.6702,,1.5458009164521142e-05,,0.00014917202004418621,0.00014917202004418621,
BAU,13,,COMPOST,,2038,,0.0099,0.219,0.219,0.219,,,1.20926,0.70015,,,12.3276,7.04074,12.3276,,8.17866,,,,0.7665,0.437776,,,,,,,,0.5417,,5.5219,5.5219,,1.489572279919961e-05,,0.00015185196928651663,0.00015185196928651663,
BAU,13,,COMPOST,,2039,,0.0088,0.2227,0.2227,0.2227,,,1.05562,0.594723,,,12.6664,7.03924,12.6664,,8.06713,,,,0.77945,0.433173,,,,,,,,0.4482,,5.3779,5.3779,,1.2883629361100394e-05,,0.00015459085934279573,0.00015459085934279573,
BAU,13,,COMPOST,,2040,,0.0103,0.2264,0.2264,0.2264,,,1.213,0.664967,,,13.0095,7.03505,13.0095,,8.12852,,,,0.7924,0.428501,,,,,,,,0.4882,,5.2356,5.2356,,1.4668311757286847e-05,,0.0001573185505411568,0.0001573185505411568,
BAU,13,,COMPOST,,2041,,0.0046,0.23,0.23,0.23,,,0.531652,0.283597,,,13.3512,7.02521,13.3512,,7.73239,,,,0.805,0.423581,,,,,,,,0.2028,,5.093,5.093,,6.369942340892951e-06,,0.00015996624517866946,0.00015996624517866946,
BAU,13,,COMPOST,,2042,,0.0171,0.2336,0.2336,0.2336,,,1.93891,1.00639,,,13.697,7.01294,13.697,,8.43794,,,,0.8176,0.418615,,,,,,,,0.7011,,4.9525,4.9525,,2.3017302115968666e-05,,0.0001626006297777735,0.0001626006297777735,
BAU,13,,COMPOST,,2043,,0.0173,0.2372,0.2372,0.2372,,,1.92369,0.971577,,,14.0471,6.99833,14.0471,,8.38352,,,,0.8302,0.41361,,,,,,,,0.6593,,4.8143,4.8143,,2.2626666373816526e-05,,0.0001652236302208974,0.0001652236302208974,
BAU,13,,COMPOST,,2044,,0.0174,0.2408,0.2408,0.2408,,,1.8967,0.932125,,,14.4014,6.98146,14.4014,,8.32216,,,,0.8428,0.40857,,,,,,,,0.6162,,4.6785,4.6785,,2.2104100599299663e-05,,0.00016783360276836305,0.00016783360276836305,
BAU,13,,COMPOST,,2045,,0.0175,0.2444,0.2444,0.2444,,,1.86928,0.893886,,,14.76,6.96242,14.76,,8.2598,,,,0.8554,0.403501,,,,,,,,0.5756,,4.545,4.545,,2.1584265871916265e-05,,0.000170431269937882,0.000170431269937882,
BAU,13,,COMPOST,,2046,,0.0175,0.2479,0.2479,0.2479,,,1.83095,0.851958,,,15.1166,6.93846,15.1166,,8.18866,,,,0.86765,0.398248,,,,,,,,0.5344,,4.4121,4.4121,,2.0947303521188436e-05,,0.00017294410464971578,0.00017294410464971578,
BAU,13,,COMPOST,,2047,,0.0177,0.2514,0.2514,0.2514,,,1.81311,0.820917,,,15.4773,6.91256,15.4773,,8.12646,,,,0.8799,0.392985,,,,,,,,0.5016,,4.2819,4.2819,,2.0552493165800995e-05,,0.00017544280406321279,0.00017544280406321279,
BAU,13,,COMPOST,,2048,,0.0178,0.2549,0.2549,0.2549,,,1.78436,0.786127,,,15.8422,6.8848,15.8422,,8.05864,,,,0.89215,0.387716,,,,,,,,0.4679,,4.1544,4.1544,,2.0040638616930223e-05,,0.00017792811153418143,0.00017792811153418143,
BAU,13,,COMPOST,,2049,,0.018,0.2584,0.2584,0.2584,,,1.76499,0.756633,,,16.2112,6.85526,16.2112,,7.99434,,,,0.9044,0.382446,,,,,,,,0.4387,,4.0295,4.0295,,1.9640839424633788e-05,,0.00018039851561800537,0.00018039851561800537,
BAU,13,,COMPOST,,2050,,0.0179,0.2618,0.2618,0.2618,,,1.71598,0.715795,,,16.5779,6.82138,16.5779,,7.91421,,,,0.9163,0.377035,,,,,,,,0.4043,,3.9058,3.9058,,1.8919895617121356e-05,,0.000182783096277973,0.000182783096277973,
BAU,13,,COMPOST,,2051,,0.0114,0.2632,0.2632,0.2632,,,1.06789,0.433448,,,16.8208,6.73477,16.8208,,7.53705,,,,0.9212,0.368834,,,,,,,,0.2385,,3.7565,3.7565,,1.1665994095059118e-05,,0.0001837561485491674,0.0001837561485491674,
BAU,13,,COMPOST,,2052,,0.0113,0.2645,0.2645,0.2645,,,1.03377,0.408291,0.0661835,0.0155537,17.0588,6.646,17.0588,,7.3994,,,,0.92575,0.360665,,,,,,,,0.2188,,3.611,3.611,,1.1189427732262377e-05,,0.00018464282170997168,0.00018464282170997168,
BAU,13,,COMPOST,,2053,,0.0113,0.2658,0.2658,0.2658,,,1.00903,0.387775,0.127457,0.0299534,17.2985,6.55771,17.2985,,7.2682,,,,0.9303,0.352669,,,,,,,,0.2025,,3.4708,3.4708,,6.251385569378881e-06,,0.00010717183163226125,0.00010717183163226125,
BAU,13,,COMPOST,,2054,,0.0112,0.267,0.267,0.267,,,0.975566,0.364811,0.182366,0.0428574,17.533,6.46748,17.533,,7.13415,,,,0.9345,0.344713,,,,,,,,0.1855,,3.3345,3.3345,,5.86802071890506e-06,,0.00010546083736473229,0.00010546083736473229,
BAU,13,,COMPOST,,2055,,0.0111,0.2681,0.2681,0.2681,,,0.942544,0.342962,0.231787,0.0544718,17.7624,6.37548,17.7624,,7.00077,,,,0.93835,0.336803,,,,,,,,0.1699,,3.202,3.202,,5.5042657143674275e-06,,0.00010372881194393046,0.00010372881194393046,
