Run.ID,Fuel,Fuel.DESCRIPTION,Technology,Technology.DESCRIPTION,Emission,Emission.DESCRIPTION,Year,RateOfDemand,Demand,NumberOfNewTechnologyUnits,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,RateOfActivity,RateOfTotalActivity,TotalTechnologyAnnualActivity,TotalAnnualTechnologyActivityByMode,TotalTechnologyModelPeriodActivity,RateOfProductionByTechnologyByMode,RateOfProductionByTechnology,ProductionByTechnology,ProductionByTechnologyAnnual,RateOfProduction,Production,RateOfUseByTechnologyByMode,RateOfUseByTechnology,UseByTechnologyAnnual,UseByTechnology,UseAnnual,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,TotalCapacityInReserveMargin,DemandNeedingReserveMargin,TotalREProductionAnnual,RETotalProductionOfTargetFuelAnnual,AnnualTechnologyEmissionByMode,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,ModelPeriodEmissions
DDP50,,,Bosque,,,,2043,,,,11.7842,11.7842,11.7842,11.7842,11.7842,11.7842,11.7842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2044,,,,11.766,11.766,11.766,11.766,11.766,11.766,11.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2045,,,,11.749,11.749,11.749,11.749,11.749,11.749,11.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2046,,,,11.7329,11.7329,11.7329,11.7329,11.7329,11.7329,11.7329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2047,,,,11.7179,11.7179,11.7179,11.7179,11.7179,11.7179,11.7179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2048,,,,11.7039,11.7039,11.7039,11.7039,11.7039,11.7039,11.7039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2049,,,,11.691,11.691,11.691,11.691,11.691,11.691,11.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2050,,,,11.679,11.679,11.679,11.679,11.679,11.679,11.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2051,,,,11.6681,11.6681,11.6681,11.6681,11.6681,11.6681,11.6681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2052,,,,11.6582,11.6582,11.6582,11.6582,11.6582,11.6582,11.6582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2053,,,,11.6493,11.6493,11.6493,11.6493,11.6493,11.6493,11.6493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2054,,,,11.6414,11.6414,11.6414,11.6414,11.6414,11.6414,11.6414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2055,,,,11.6344,11.6344,11.6344,11.6344,11.6344,11.6344,11.6344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2056,,,,11.6285,11.6285,11.6285,11.6285,11.6285,11.6285,11.6285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2057,,,,11.6236,11.6236,11.6236,11.6236,11.6236,11.6236,11.6236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2058,,,,11.6196,11.6196,11.6196,11.6196,11.6196,11.6196,11.6196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2059,,,,11.6166,11.6166,11.6166,11.6166,11.6166,11.6166,11.6166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2060,,,,11.6146,11.6146,11.6146,11.6146,11.6146,11.6146,11.6146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2061,,,,11.6135,11.6135,11.6135,11.6135,11.6135,11.6135,11.6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2062,,,,11.6135,11.6135,11.6135,11.6135,11.6135,11.6135,11.6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2063,,,,11.6144,11.6144,11.6144,11.6144,11.6144,11.6144,11.6144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2064,,,,11.6162,11.6162,11.6162,11.6162,11.6162,11.6162,11.6162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2065,,,,11.619,11.619,11.619,11.619,11.619,11.619,11.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2066,,,,11.6228,11.6228,11.6228,11.6228,11.6228,11.6228,11.6228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2067,,,,11.6276,11.6276,11.6276,11.6276,11.6276,11.6276,11.6276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2068,,,,11.6333,11.6333,11.6333,11.6333,11.6333,11.6333,11.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2069,,,,11.6399,11.6399,11.6399,11.6399,11.6399,11.6399,11.6399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Bosque,,,,2070,,,,11.6475,11.6475,11.6475,11.6475,11.6475,11.6475,11.6475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2018,,,,8.99955,8.99955,8.99955,8.99955,8.99955,8.99955,8.99955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2019,,,,9.0419,9.0419,9.0419,9.0419,9.0419,9.0419,9.0419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2020,,,,9.09476,9.09476,9.09476,9.09476,9.09476,9.09476,9.09476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2021,,,,9.16038,9.16038,9.16038,9.16038,9.16038,9.16038,9.16038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2022,,,,9.25113,9.25113,9.25113,9.25113,9.25113,9.25113,9.25113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2023,,,,9.22007,9.22007,9.22007,9.22007,9.22007,9.22007,9.22007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2024,,,,9.26214,9.26214,9.26214,9.26214,9.26214,9.26214,9.26214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2025,,,,9.2932,9.2932,9.2932,9.2932,9.2932,9.2932,9.2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2026,,,,9.3304,9.3304,9.3304,9.3304,9.3304,9.3304,9.3304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2027,,,,9.36337,9.36337,9.36337,9.36337,9.36337,9.36337,9.36337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP50,,,Tierra_agropecuaria,,,,2028,,,,9.39464,9.39464,9.39464,9.39464,9.39464,9.39464,9.39464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
