Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2023,FixedOpex2023,VarOpex2023,Opex2023,Externalities2023,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
DDP,485,,INORG_RCY_OS,,2019,,0.00233204,0.00233204,0.056332,0.056332,,,,,,,,,,,0.117332,,,,0.122241,0.117332,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2020,,0.00291156,0.0052436,0.0564436,0.0564436,,,,,,,,,,,0.114395,,,,0.122483,0.114395,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2021,,0.000228714,0.00547231,0.0537723,0.0537723,,,,,,,,,,,0.106044,,,,0.116686,0.106044,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2022,,0.00624763,0.0117199,0.0572199,0.0572199,,,,,,,,,,,0.109802,,,,0.124167,0.109802,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2023,,0.00641314,0.0181331,0.0607331,0.0607331,,,,,,,,,,,0.113402,,,,0.131791,0.113402,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2024,,0.0820532,0.100186,0.139986,0.139986,,,,,,,,,,,0.25434,,,,0.30377,0.25434,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2025,,0.0628766,0.163063,0.200063,0.200063,,,,,,,,,,,0.353695,,,,0.434136,0.353695,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2026,,0.0622664,0.225329,0.259429,0.259429,,,,,,,,,,,0.446287,,,,0.562961,0.446287,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2027,,0.061753,0.287082,0.318382,0.318382,,,,,,,,,,,0.53294,,,,0.690889,0.53294,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2028,,0.0615912,0.348673,0.377073,0.377073,,,,,,,,,,,0.61417,,,,0.818249,0.61417,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2029,,0.0613149,0.409988,0.435588,0.435588,,,,,,,,,,,0.690356,,,,0.945227,0.690356,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2030,,0.2445,0.654488,0.677188,0.493979,,,,,,,,,,,0.761796,,,,1.07193,0.761796,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2031,,,0.654488,0.674388,0.552279,,,,,,,,,,,0.828747,,,,1.19844,0.828747,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2032,,,0.654488,0.671588,0.61051,,,,,,,,,,,0.891436,,,,1.32481,0.891436,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2033,,,0.654488,0.668688,0.668688,,,,,,,,,,,0.950068,,,,1.45105,0.950068,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2034,,0.0609365,0.715424,0.726824,0.726824,,,,,,,,,,,1.00483,,,,1.57721,1.00483,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2035,,0.061003,0.776427,0.784927,0.784927,,,,,,,,,,,1.05591,,,,1.70329,1.05591,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2036,,0.0608757,0.837303,0.843003,0.843003,,,,,,,,,,,1.10347,,,,1.82932,1.10347,,,,,,,,,,,,,,,,,
DDP,485,,INORG_RCY_OS,,2037,,0.0609532,0.898256,0.901056,0.901056,,,,,,,,,,,1.14767,,,,1.95529,1.14767,,,,,,,,,,,,,,,,,
