Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2023,FixedOpex2023,VarOpex2023,Opex2023,Externalities2023,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
DDP,203,,INORG_RCY_OS,,2018,,0.0052436,0.0052436,0.0621436,0.0568564,,,,,,,,,,,0.121704,,,,0.123378,0.121704,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2019,,,0.0052436,0.0592436,0.056332,,,,,,,,,,,0.117332,,,,0.122241,0.117332,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2020,,,0.0052436,0.0564436,0.0564436,,,,,,,,,,,0.114395,,,,0.122483,0.114395,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2021,,0.000228714,0.00547231,0.0537723,0.0537723,,,,,,,,,,,0.106044,,,,0.116686,0.106044,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2022,,0.00624763,0.0117199,0.0572199,0.0572199,,,,,,,,,,,0.109802,,,,0.124167,0.109802,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2023,,0.154753,0.166473,0.209073,0.0607331,,,,,,,,,,,0.113402,,,,0.131791,0.113402,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2024,,,0.166473,0.206273,0.142225,,,,,,,,,,,0.258407,,,,0.308628,0.258407,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2025,,,0.166473,0.203473,0.203473,,,,,,,,,,,0.359724,,,,0.441537,0.359724,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2026,,0.0634688,0.229942,0.264042,0.264042,,,,,,,,,,,0.454223,,,,0.572971,0.454223,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2027,,1.32996,1.5599,1.5912,0.324215,,,,,,,,,,,0.542704,,,,0.703547,0.542704,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2028,,,1.5599,1.5883,0.384138,,,,,,,,,,,0.625677,,,,0.83358,0.625677,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2029,,,1.5599,1.5855,0.443892,,,,,,,,,,,0.703517,,,,0.963247,0.703517,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2030,,,1.5599,1.5826,0.503528,,,,,,,,,,,0.776522,,,,1.09266,0.776522,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2031,,,1.5599,1.5798,0.563076,,,,,,,,,,,0.84495,,,,1.22188,0.84495,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2032,,,1.5599,1.577,0.622559,,,,,,,,,,,0.90903,,,,1.35095,0.90903,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2033,,,1.5599,1.5741,0.681991,,,,,,,,,,,0.968969,,,,1.47992,0.968969,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2034,,,1.5599,1.5713,0.741384,,,,,,,,,,,1.02496,,,,1.6088,1.02496,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2035,,,1.5599,1.5684,0.800744,,,,,,,,,,,1.07719,,,,1.73761,1.07719,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2036,,,1.5599,1.5656,0.860078,,,,,,,,,,,1.12582,,,,1.86637,1.12582,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2037,,,1.5599,1.5627,0.919391,,,,,,,,,,,1.17102,,,,1.99508,1.17102,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2038,,,1.55465,1.55465,0.978685,,,,,,,,,,,1.21295,,,,2.12375,1.21295,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2039,,,1.55465,1.55465,1.03796,,,,,,,,,,,1.25174,,,,2.25238,1.25174,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2040,,,1.55465,1.55465,1.09723,,,,,,,,,,,1.28755,,,,2.38099,1.28755,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2041,,,1.55442,1.55442,1.15649,,,,,,,,,,,1.32051,,,,2.50958,1.32051,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2042,,,1.54818,1.54818,1.21573,,,,,,,,,,,1.35074,,,,2.63814,1.35074,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2043,,,1.39342,1.39342,1.27497,,,,,,,,,,,1.37838,,,,2.76669,1.37838,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2044,,,1.39342,1.39342,1.3342,,,,,,,,,,,1.40353,,,,2.89521,1.40353,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2045,,,1.39342,1.39342,1.39342,,,,,,,,,,,1.42632,,,,3.02373,1.42632,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2046,,0.122687,1.45264,1.45264,1.45264,,,,,,,,,,,1.44686,,,,3.15223,1.44686,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2047,,1.38917,1.51186,1.51186,1.51186,,,,,,,,,,,1.46525,,,,3.28073,1.46525,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2048,,0.0592085,1.57106,1.57106,1.57106,,,,,,,,,,,1.4816,,,,3.40921,1.4816,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2049,,0.0592044,1.63027,1.63027,1.63027,,,,,,,,,,,1.49599,,,,3.53768,1.49599,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2050,,1.63026,3.26053,3.26053,1.68947,,,,,,,,,,,1.50853,,,,3.66615,1.50853,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2051,,,3.26053,3.26053,1.68947,,,,,,,,,,,1.46787,,,,3.66615,1.46787,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2052,,,3.26053,3.26053,1.68947,,,,,,,,,,,1.4283,,,,3.66615,1.4283,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2053,,,3.26053,3.26053,1.68947,,,,,,,,,,,1.38981,,,,3.66615,1.38981,,,,,,,,,,,,,,,,,
DDP,203,,INORG_RCY_OS,,2054,,,3.26053,3.26053,1.68947,,,,,,,,,,,1.35235,,,,3.66615,1.35235,,,,,,,,,,,,,,,,,
