Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2023,FixedOpex2023,VarOpex2023,Opex2023,Externalities2023,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
DDP,482,,Bosque,,2018,,12.6363,12.6363,12.6363,12.6363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2019,,12.5788,12.5788,12.5788,12.5788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2020,,12.5214,12.5214,12.5214,12.5214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2021,,12.4644,12.4644,12.4644,12.4644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2022,,12.4076,12.4076,12.4076,12.4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2023,,12.3809,12.3809,12.3809,12.3809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2024,,12.4088,12.4088,12.4088,12.4088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2025,,12.3904,12.3904,12.3904,12.3904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2026,,12.3318,12.3318,12.3318,12.3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2027,,12.274,12.274,12.274,12.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2028,,12.217,12.217,12.217,12.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2029,,12.1607,12.1607,12.1607,12.1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2030,,12.1052,12.1052,12.1052,12.1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2031,,12.0505,12.0505,12.0505,12.0505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2032,,11.9965,11.9965,11.9965,11.9965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2033,,11.9432,11.9432,11.9432,11.9432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2034,,11.8906,11.8906,11.8906,11.8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2035,,11.8387,11.8387,11.8387,11.8387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2036,,11.7875,11.7875,11.7875,11.7875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2037,,11.7369,11.7369,11.7369,11.7369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2038,,11.6869,11.6869,11.6869,11.6869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2039,,11.6376,11.6376,11.6376,11.6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2040,,11.5888,11.5888,11.5888,11.5888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2041,,11.5407,11.5407,11.5407,11.5407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2042,,11.4931,11.4931,11.4931,11.4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2043,,11.4461,11.4461,11.4461,11.4461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2044,,11.3997,11.3997,11.3997,11.3997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2045,,11.3538,11.3538,11.3538,11.3538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2046,,11.3084,11.3084,11.3084,11.3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2047,,11.2635,11.2635,11.2635,11.2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2048,,11.219,11.219,11.219,11.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2049,,11.1751,11.1751,11.1751,11.1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2050,,11.1316,11.1316,11.1316,11.1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2051,,11.1122,11.1122,11.1122,11.1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2052,,11.0938,11.0938,11.0938,11.0938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2053,,11.0764,11.0764,11.0764,11.0764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2054,,11.0601,11.0601,11.0601,11.0601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2055,,11.0448,11.0448,11.0448,11.0448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2056,,11.0305,11.0305,11.0305,11.0305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2057,,11.0172,11.0172,11.0172,11.0172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2058,,11.0049,11.0049,11.0049,11.0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2059,,10.9937,10.9937,10.9937,10.9937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2060,,10.9834,10.9834,10.9834,10.9834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2061,,10.9741,10.9741,10.9741,10.9741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2062,,10.9659,10.9659,10.9659,10.9659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2063,,10.9586,10.9586,10.9586,10.9586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2064,,10.9524,10.9524,10.9524,10.9524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2065,,10.9472,10.9472,10.9472,10.9472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2066,,10.9429,10.9429,10.9429,10.9429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDP,482,,Bosque,,2067,,10.9397,10.9397,10.9397,10.9397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
